"D" "shape" "scale" "logLik" "AIC" "maxgrad"
5083.50772496 -2.3557268347 -0.324847148677 -2431.71 4869.42 -2.18e-05
5653.44125419 -2.65698889638 -0.353055548555 -2768.01 5542.02 -2.19065e-06
5262.97912968 -2.46692555603 -0.333394817352 -2562.88 5131.76 -1.38989e-06
5545.19753159 -2.55882033707 -0.344922894625 -2697.54 5401.08 -6.86348e-05
4957.10329463 -2.71585754377 -0.366032025225 -2353.81 4713.62 -4.8946e-06
5859.64150502 -2.68549079396 -0.361548593651 -2805.2 5616.4 -3.79268e-05
5242.89718169 -2.81312455279 -0.369747518846 -2564.36 5134.72 -2.2562e-05
5300.02655454 -2.73112163587 -0.363977510205 -2573.69 5153.38 -3.20431e-05
5324.73537939 -2.65168196214 -0.355735183439 -2570.86 5147.72 -2.6669e-05
5316.04966126 -2.51766625975 -0.342259645112 -2544.06 5094.12 -1.9339e-06
4819.5515498 -3.28410500196 -0.429181662396 -2285.25 4576.5 -3.32535e-06
5126.74296273 -2.763504446 -0.36659328984 -2490.4 4986.8 -1.31932e-06
5554.19863081 -2.67125792319 -0.360608537805 -2653.74 5313.48 -3.76889e-06
5287.6098574 -2.73103882353 -0.367542011153 -2524.71 5055.42 -1.43483e-06
5273.15423714 -2.61781677111 -0.344924087616 -2620.23 5246.46 -9.58209e-07
5351.72175344 -2.66179971491 -0.355960259168 -2581.54 5169.08 -4.70236e-05
4944.52573028 -2.80910414969 -0.372899581355 -2372.54 4751.08 -3.35596e-05
5828.74809142 -2.57343418318 -0.35164482092 -2752.63 5511.26 -1.35735e-06
5057.16393632 -2.55741501256 -0.340532787237 -2478.08 4962.16 -2.99841e-06
5225.32511287 -2.50139165528 -0.342783217898 -2464.71 4935.42 -1.60052e-07
5338.64301996 -2.8754541311 -0.382820463143 -2562.33 5130.66 -7.00068e-05
5213.92396424 -2.77160376246 -0.374452844305 -2453.54 4913.08 -1.83457e-06
5378.2509521 -2.59684981303 -0.355237678995 -2532.02 5070.04 -1.7554e-06
5697.17353504 -2.52261475982 -0.343516449105 -2736.46 5478.92 -2.62152e-05
4863.87389894 -2.69408747362 -0.356031416265 -2404.84 4815.68 -3.28964e-06
5050.65145679 -2.68270057207 -0.360310132992 -2421.05 4848.1 -2.72317e-06
5253.15704989 -2.88010177062 -0.378362447785 -2569.57 5145.14 -4.63302e-06
5072.23007751 -2.62234451771 -0.354211698455 -2427.12 4860.24 -4.01393e-06
5582.65896391 -2.67367315923 -0.35839821208 -2691.49 5388.98 -2.24948e-06
5365.22468575 -2.70019036447 -0.368127661839 -2518.13 5042.26 -3.14718e-05
5066.64190588 -3.08416698321 -0.40048406571 -2476.16 4958.32 -3.67698e-05
4768.23363743 -2.73337687966 -0.354974369414 -2402.44 4810.88 -3.77007e-06
5827.64854417 -2.70103799849 -0.362594971662 -2782.85 5571.7 -3.03801e-05
5016.86694595 -2.88683156756 -0.387847896859 -2351.71 4709.42 -1.55848e-05
5239.18002241 -2.75248621213 -0.362297431463 -2570.03 5146.06 -2.485e-05
5283.70485499 -2.62125860801 -0.352298211934 -2568.34 5142.68 -5.76746e-07
5179.69606509 -2.76698039812 -0.370096278941 -2485.36 4976.72 -5.24207e-06
5274.06209803 -2.42727580298 -0.326923184513 -2593.63 5193.26 -6.15512e-07
5174.38816058 -2.57988077844 -0.348787664331 -2476.49 4958.98 -2.79561e-06
5453.79478843 -2.48022487804 -0.340018550851 -2604.07 5214.14 -5.04523e-07
5183.73013833 -2.6714163716 -0.359581795399 -2480.07 4966.14 -2.64793e-05
5493.60577696 -2.78458808726 -0.374493018534 -2601.7 5209.4 -4.70816e-06
5405.53123455 -2.56402890234 -0.351000405024 -2561.33 5128.66 -0.000145688
5362.50839347 -2.65637594742 -0.364283566838 -2481.4 4968.8 -1.6032e-06
5165.49828019 -2.67949815205 -0.352822516738 -2553.53 5113.06 -3.72559e-05
5340.85940082 -2.69231871987 -0.363227367879 -2535.33 5076.66 -1.84062e-05
5311.59158974 -2.75482780021 -0.36920781733 -2539.31 5084.62 -7.23525e-07
5745.37917626 -2.46461879186 -0.330879340619 -2838.97 5683.94 -7.32217e-05
4772.68581606 -2.80347294318 -0.368062884595 -2349.86 4705.72 -1.40068e-06
5413.10226857 -2.85805957958 -0.387767637405 -2510.6 5027.2 -1.51264e-06
5040.14233028 -3.13527848678 -0.412816623963 -2394.83 4795.66 -4.33516e-06
5030.89161879 -2.69944250316 -0.356836846833 -2497.88 5001.76 -0.00024683
5360.68849855 -2.59793690569 -0.350338332839 -2576.55 5159.1 -9.5487e-05
4851.66068149 -2.52604010084 -0.336186100958 -2404.2 4814.4 -1.92561e-05
4979.5920513 -2.63978032984 -0.352771246256 -2407.43 4820.86 -2.71223e-05
5758.12238271 -2.54845827554 -0.343682703994 -2787.64 5581.28 -1.92949e-06
4611.32267924 -2.70541988371 -0.358391823443 -2251.59 4509.18 -4.14439e-05
5647.83724572 -2.52424308055 -0.343554185082 -2702.01 5410.02 -2.34984e-05
4821.63242785 -2.47781615152 -0.33127867408 -2388.8 4783.6 -1.41298e-06
5059.8592541 -2.7241276434 -0.358876248596 -2492.26 4990.52 -0.000146377
5238.88812183 -2.43941816779 -0.328119616878 -2601.77 5209.54 -4.15263e-05
5376.07623514 -2.63079134333 -0.352712170761 -2610.2 5226.4 -4.63529e-06
5215.77592275 -2.74979353965 -0.367463427981 -2500.51 5007.02 -2.25087e-05
4866.21631963 -2.651355825 -0.350205775726 -2417.1 4840.2 -2.04475e-07
5359.63153622 -2.49367213377 -0.336131515936 -2628.14 5262.28 -1.03423e-06
5495.55548652 -2.77663028922 -0.371097083368 -2646.93 5299.86 -0.000165725
5716.32616431 -2.65055336544 -0.360912414847 -2684.36 5374.72 -1.09125e-06
4659.96585774 -2.57970049281 -0.343590608475 -2301.22 4608.44 -5.96487e-06
5302.3844582 -2.6215001616 -0.350081697187 -2587.93 5181.86 -1.9813e-06
5931.11890557 -2.62235427312 -0.355864745194 -2842.38 5690.76 -9.95e-06
5126.99700061 -2.65504468333 -0.359573448863 -2426.55 4859.1 -2.91071e-06
5241.44337738 -2.83498879308 -0.37314056575 -2561.76 5129.52 -2.52225e-05
5368.11083424 -2.73941337703 -0.369653643045 -2550.04 5106.08 -5.85506e-05
5489.94603765 -2.57967028257 -0.350877190453 -2610.14 5226.28 -7.63248e-06
5061.32542607 -2.83127369812 -0.379040337154 -2402.92 4811.84 -2.99814e-06
5511.1909734 -2.81297971838 -0.375541005368 -2643.7 5293.4 -3.29132e-05
5170.24679434 -2.49115097264 -0.333081668869 -2560.1 5126.2 -6.42392e-06
5173.44921899 -2.56686966106 -0.347988566888 -2474.23 4954.46 -3.26569e-06
4876.06129187 -2.51898647789 -0.335047873375 -2411.69 4829.38 -3.77254e-05
5649.36997804 -2.45939871027 -0.329986688238 -2771.85 5549.7 -4.70419e-05
5417.55991165 -2.53481351437 -0.348846538662 -2567.13 5140.26 -1.11395e-05
5309.06606538 -2.69626968424 -0.36026944298 -2568.68 5143.36 -4.32788e-07
4637.14238149 -2.41487010515 -0.332157940176 -2204.46 4414.92 -7.14163e-06
5119.69065192 -2.62184126514 -0.34591554426 -2554.12 5114.24 -1.25859e-05
5507.5985158 -2.63484377856 -0.356131289823 -2638.67 5283.34 -1.75799e-05
4918.82775985 -2.66907935137 -0.358058470106 -2381.31 4768.62 -5.97332e-05
4841.45570612 -2.83243704658 -0.373975978126 -2353.19 4712.38 -9.49579e-05
4957.72198229 -2.69106349933 -0.356792734498 -2434.02 4874.04 -7.33424e-06
5167.71664968 -2.58338540588 -0.346371874873 -2503.88 5013.76 -3.19875e-06
5056.4138143 -2.70672568941 -0.35576084092 -2500.9 5007.8 -3.29156e-06
5568.54506367 -2.49821787337 -0.341018819091 -2678.85 5363.7 -0.000137302
5380.71281257 -2.70935345858 -0.369259640677 -2520.18 5046.36 -2.40662e-05
5564.40824659 -2.40794321854 -0.331304403115 -2659.17 5324.34 -0.000130913
5002.59968208 -2.705051985 -0.357597214683 -2441.75 4889.5 -2.66058e-05
4481.43447908 -2.71114098978 -0.362347423552 -2165.03 4336.06 -8.13302e-06
5075.31332691 -2.51022326729 -0.338300066549 -2458.27 4922.54 -3.27789e-07
5403.31882472 -2.69485899485 -0.361937614962 -2590.16 5186.32 -3.7619e-05
5316.16184375 -2.57840881122 -0.358068260133 -2454.36 4914.72 -1.5257e-06
5622.71954569 -2.65049128415 -0.356092210974 -2716.88 5439.76 -2.03459e-06
5049.41203838 -2.89991638008 -0.379230009563 -2496.87 4999.74 -4.71156e-06
5190.27762534 -2.68453669991 -0.357287275363 -2540.42 5086.84 -5.66861e-07
5392.33190495 -2.59324695845 -0.360639648115 -2485.87 4977.74 -4.59128e-06
4662.69731931 -2.50543337386 -0.331481282247 -2331.8 4669.6 -4.38264e-05
5466.15425016 -2.5541513174 -0.355458083601 -2525.09 5056.18 -6.07639e-07
5114.25395675 -2.57209858582 -0.340531593482 -2535.49 5076.98 -9.56681e-07
5635.23936992 -2.69681383325 -0.361569477789 -2718.45 5442.9 -3.45323e-05
5091.16032558 -2.51045928944 -0.342483498841 -2437.17 4880.34 -0.000248419
4921.81691367 -2.92134447272 -0.391899614136 -2320.93 4647.86 -2.16589e-05
4984.42461352 -2.57752087263 -0.342215423688 -2487.48 4980.96 -3.68385e-05
5436.18971098 -2.56914636315 -0.350802161909 -2583.32 5172.64 -7.49378e-05
5200.97527731 -2.7328574235 -0.361158728675 -2550.46 5106.92 -9.60733e-06
5154.2010812 -2.59292221372 -0.345156419973 -2525.21 5056.42 -3.94907e-06
5291.5541088 -2.85064248104 -0.379708367288 -2514.61 5035.22 -1.18953e-05
5548.23259212 -2.40018889815 -0.336378067256 -2576.58 5159.16 -6.12699e-05
5100.9223682 -2.65158354129 -0.355078138443 -2474.14 4954.28 -1.67352e-07
5116.13657651 -2.44104769317 -0.335346738906 -2429.34 4864.68 -8.52226e-05
5090.00785807 -2.57777782891 -0.348932169726 -2451.12 4908.24 -1.80761e-07
5354.96437218 -2.92385577328 -0.396183158991 -2498.2 5002.4 -1.28466e-06
4976.95922555 -2.60609972617 -0.352907307745 -2376.63 4759.26 -4.12342e-06
5665.0352743 -2.81713717442 -0.371292985999 -2784.57 5575.14 -4.03728e-06
5240.23213756 -2.51964911946 -0.336219613272 -2581.89 5169.78 -2.76136e-05
5466.36341538 -2.84702437329 -0.379724521648 -2625.21 5256.42 -7.6375e-05
5844.07270163 -2.34023697213 -0.324491002818 -2793.69 5593.38 -3.1817e-05
5112.8292088 -2.64702963854 -0.356056653432 -2460.59 4927.18 -1.70763e-06
5520.1497377 -2.50209291236 -0.339851531635 -2650.3 5306.6 -3.08209e-05
5100.00390857 -2.70847139834 -0.355083409088 -2534.49 5074.98 -1.3341e-05
5507.13447299 -2.80515582583 -0.376058112452 -2620.61 5247.22 -0.000196835
5665.99293284 -2.8373774941 -0.381183708637 -2678 5362 -4.04503e-06
5058.21158937 -2.6602793808 -0.34870450115 -2535.54 5077.08 -3.93999e-06
5130.24181468 -2.72312234288 -0.369001299471 -2411.2 4828.4 -2.45266e-06
5368.9684079 -2.71209250942 -0.367211344835 -2533.23 5072.46 -2.52248e-05
5049.98204968 -2.620590494 -0.352738585652 -2427.62 4861.24 -3.95077e-06
5269.51653712 -2.62300485312 -0.361046340365 -2445.14 4896.28 -1.46334e-05
5687.09690626 -2.60304802593 -0.351287946992 -2756.02 5518.04 -0.000348467
4922.78793593 -2.61343031721 -0.344694568239 -2441.55 4889.1 -1.1465e-05
5141.09662484 -2.80088520946 -0.367562939198 -2529.77 5065.54 -2.00924e-06
5671.49993109 -2.79552909353 -0.384034803878 -2617.11 5240.22 -1.04032e-06
5153.97369305 -2.6127711427 -0.352496906466 -2461.14 4928.28 -4.81384e-06
5173.46897277 -2.97410832401 -0.394945957927 -2454.71 4915.42 -3.28541e-06
5370.67002723 -2.68677639999 -0.351198891461 -2667.69 5341.38 -4.92756e-05
5784.01456351 -2.6929256501 -0.36248817114 -2771.29 5548.58 -2.70949e-06
5141.24821751 -2.54197000981 -0.344874472084 -2487.97 4981.94 -4.06115e-06
5354.92696268 -2.65265730691 -0.355845186461 -2588.27 5182.54 -8.19914e-05
5081.78223054 -2.68970441153 -0.359453309986 -2448.06 4902.12 -3.82918e-07
5167.10244223 -2.54144871239 -0.348738284587 -2419.96 4845.92 -5.404e-05
5494.07253245 -2.4819070913 -0.339152138669 -2625.07 5256.14 -1.09e-05
4443.81050584 -2.59293928268 -0.340171242831 -2235.35 4476.7 -8.29573e-07
4893.91872835 -2.79321690028 -0.367887520533 -2392.26 4790.52 -1.32896e-06
5056.50717119 -2.654688167 -0.359005054056 -2398.45 4802.9 -1.23153e-05
5144.54219331 -2.39694345525 -0.325139565835 -2520.13 5046.26 -2.0957e-05
5903.55397165 -2.42698583851 -0.329435457013 -2857.43 5720.86 -0.000196639
5270.05724073 -2.78899553819 -0.373607077575 -2511.36 5028.72 -4.03997e-09
4982.12615811 -2.8536312531 -0.385456683131 -2325.96 4657.92 -4.24387e-05
5430.10927398 -2.7380193838 -0.368669110381 -2576.51 5159.02 -2.34733e-05
5822.16665276 -2.8695326763 -0.386967759949 -2726.18 5458.36 -5.15772e-06
5407.52613316 -2.6839404647 -0.3583811174 -2603.75 5213.5 -1.24486e-06
5467.94653903 -2.4830089755 -0.343435794611 -2546.25 5098.5 -2.31887e-05
4991.48871627 -2.60795140678 -0.350476381356 -2399.77 4805.54 -3.98837e-06
4948.36873272 -2.83407318542 -0.370643469801 -2416.94 4839.88 -4.99357e-05
5559.64934023 -2.42799305475 -0.336540975793 -2618.13 5242.26 -1.47878e-06
5519.44689367 -2.70310783375 -0.366760487488 -2586.23 5178.46 -1.15664e-05
5864.40164511 -2.64754701126 -0.359451567622 -2791.14 5588.28 -4.01459e-05
5272.01376684 -2.48697291473 -0.336269533826 -2555.64 5117.28 -5.42578e-07
5125.59231102 -2.6715040871 -0.362390487234 -2431.51 4869.02 -1.18569e-07
5548.62307117 -2.6657626189 -0.358041943656 -2681.25 5368.5 -0.000115541
5215.68846737 -2.89471073853 -0.382340409009 -2502.09 5010.18 -1.65443e-06
5213.05322656 -2.65217502407 -0.358028119086 -2471.37 4948.74 -2.5424e-06
5793.85088348 -2.81013006536 -0.381440397286 -2689.36 5384.72 -3.18171e-06
5661.17433884 -2.55867951262 -0.351518222182 -2662.15 5330.3 -1.17706e-05
5192.13479282 -2.41952955588 -0.331856899785 -2510.89 5027.78 -7.29997e-05
5329.03975529 -2.81977376373 -0.374627437754 -2572.03 5150.06 -2.77618e-06
5245.4648987 -2.49653124012 -0.340810906354 -2536.29 5078.58 -2.42107e-05
4798.68023268 -2.823783962 -0.374027101428 -2330.57 4667.14 -9.97837e-05
4972.05221046 -2.78064532202 -0.370217800806 -2390.09 4786.18 -3.5434e-06
5041.68728494 -2.41524794556 -0.329906227778 -2448.74 4903.48 -1.07688e-05
